date,location,temp_mean,temp_max,temp_min,humidity,precipitation,heat_index,month,er_visits,mortality_risk
2020-01-01,Atlanta,-11.14929336676405,-5.0,-15.0,53.94647454412262,0.0,-11.14929336676405,1,38,0.02
2020-01-02,Atlanta,-9.832092566033289,-4.415084897165323,-12.913002329702262,100.0,0.0,-9.832092566033289,1,54,0.02
2020-01-03,Atlanta,-11.465447151969876,-0.5501316476944909,-13.996800546220868,89.18598156295145,4.242339879553599,-11.465447151969876,1,48,0.02
2020-01-04,Atlanta,-11.09716057112794,-1.6418471151805019,-15.0,65.20558392192781,0.0,-11.09716057112794,1,45,0.02
2020-01-05,Atlanta,-10.983744566991408,-5.0,-15.0,70.60790631375968,0.0,-10.98374456699141,1,26,0.02
2020-01-06,Atlanta,-8.574640890919888,-3.126381400595878,-15.0,74.12881318702183,0.0,-8.574640890919888,1,48,0.02
2020-01-07,Atlanta,-15.336024642910047,-5.0,-15.0,53.64295224365211,0.0,-15.336024642910047,1,51,0.02
2020-01-08,Atlanta,-6.562335406769776,1.6139366296686628,-10.80068672301013,81.09349979949437,0.0,-6.562335406769776,1,57,0.02
2020-01-09,Atlanta,-6.343302452868866,-0.3089693568922331,-15.0,72.56903459384102,0.0,-6.3433024528688655,1,59,0.02
2020-01-10,Atlanta,-10.004838898163252,0.20253032578245467,-12.150942918168044,54.19343586499659,0.0,-10.004838898163252,1,53,0.02
2020-01-11,Atlanta,-7.104834255141255,-5.0,-13.175643257454494,67.10000744893779,0.0,-7.104834255141254,1,45,0.02
2020-01-12,Atlanta,-10.865865149893008,-5.0,-13.510730703491722,70.03791660879122,0.0,-10.865865149893008,1,38,0.02
2020-01-13,Atlanta,-9.972542356055524,-4.082614273456495,-15.0,73.20718606523901,0.0,-9.972542356055524,1,50,0.02
2020-01-14,Atlanta,-8.771747035143324,-3.075346752471852,-15.0,83.44126768509418,0.0,-8.771747035143324,1,49,0.02
2020-01-15,Atlanta,-8.431375611672658,-1.9277460141071117,-15.0,64.61336063450189,0.0,-8.431375611672658,1,43,0.02
2020-01-16,Atlanta,-8.056631649983029,-3.1160203678701466,-13.873132960133866,76.46784529313278,2.6995912536986513,-8.056631649983029,1,57,0.02
2020-01-17,Atlanta,-11.849823299345829,-5.0,-15.0,76.44591740169231,0.0,-11.849823299345829,1,56,0.02
2020-01-18,Atlanta,-7.065088691456992,-0.39832249736850955,-14.561699710156688,52.544776188790394,0.0,-7.065088691456992,1,35,0.02
2020-01-19,Atlanta,-10.233994541487318,0.2538028123121645,-12.494340831924106,66.52304825936037,0.0,-10.233994541487318,1,35,0.02
2020-01-20,Atlanta,-15.166806803056486,-5.0,-15.0,98.00854338160104,0.0,-15.166806803056485,1,47,0.02
2020-01-21,Atlanta,-10.792435604735664,-1.8668486022130435,-14.364077353706016,49.060711164389886,0.0,-10.792435604735665,1,49,0.02
2020-01-22,Atlanta,-14.917475369859147,-5.0,-15.0,72.90812735612218,0.0,-14.917475369859147,1,43,0.02
2020-01-23,Atlanta,-7.37459460557988,-0.04800856906749451,-13.028438006713692,100.0,0.0,-7.374594605579881,1,47,0.02
2020-01-24,Atlanta,-13.31089556442097,-4.371835010094237,-15.0,63.159563030464085,0.0,-13.31089556442097,1,50,0.02
2020-01-25,Atlanta,-9.429603502544092,-5.0,-13.393323035491989,67.32785587258586,0.0,-9.429603502544094,1,41,0.02
2020-01-26,Atlanta,-16.103233994256044,-5.0,-15.0,71.9618887234685,0.0,-16.103233994256044,1,45,0.02
2020-01-27,Atlanta,-12.587916761572409,-5.0,-15.0,47.11349768245151,0.0,-12.587916761572409,1,43,0.02
2020-01-28,Atlanta,-11.763187587864403,-5.0,-15.0,74.08949065320672,0.0,-11.763187587864403,1,57,0.02
2020-01-29,Atlanta,-4.321220236602082,3.4065977889801182,-12.376450995081132,77.61655181052782,0.0,-4.321220236602083,1,46,0.02
2020-01-30,Atlanta,-10.944851430377563,-3.8680008468573974,-15.0,83.03987483482186,0.09013919350622693,-10.944851430377563,1,44,0.02
2020-01-31,Atlanta,-11.260306359434564,-2.1028037522875844,-12.669886647868603,49.8569466731596,0.0,-11.260306359434564,1,55,0.02
2020-02-01,Atlanta,-6.999422277219424,-0.56392092975487,-10.287603876243415,63.842594538833154,0.0,-6.999422277219425,2,39,0.02
2020-02-02,Atlanta,-13.583780742877586,-5.0,-15.0,60.048001290169125,0.0,-13.583780742877586,2,40,0.02
2020-02-03,Atlanta,-9.339890505045199,1.1396951133353292,-14.406605122755156,57.9546145474595,0.0,-9.339890505045199,2,50,0.02
2020-02-04,Atlanta,-5.954959311263834,1.6126996864894845,-12.863090674597917,96.73235644800164,0.0,-5.954959311263833,2,48,0.02
2020-02-05,Atlanta,-4.36190326207694,2.0958883846322793,-11.451055390415622,88.19824220526505,0.0,-4.36190326207694,2,41,0.02
2020-02-06,Atlanta,-11.392410466830873,-5.0,-15.0,60.629972471604646,0.0,-11.392410466830873,2,54,0.02
2020-02-07,Atlanta,-7.02190599937229,1.1694731038982922,-12.521766297846144,78.26869367001183,0.0,-7.02190599937229,2,53,0.02
2020-02-08,Atlanta,-9.512263382378869,-2.745783721554918,-15.0,64.99557475000597,0.0,-9.512263382378869,2,34,0.02
2020-02-09,Atlanta,-4.644473267837381,-0.5114821139766641,-11.841637965181292,66.64719346223016,0.0,-4.64447326783738,2,35,0.02
2020-02-10,Atlanta,-6.472964700855495,1.0797153056659425,-10.97594710839906,66.49515922669829,0.0,-6.472964700855496,2,49,0.02
2020-02-11,Atlanta,-8.029338756220154,-2.4280169308328725,-12.335187497034497,86.06747660017851,0.0,-8.029338756220154,2,46,0.02
2020-02-12,Atlanta,-11.318919812554501,-5.0,-15.0,67.69272938485922,0.0,-11.318919812554501,2,62,0.02
2020-02-13,Atlanta,-5.248934004022805,1.608510975520169,-7.230829009255213,43.65024624323222,0.0,-5.2489340040228045,2,55,0.02
2020-02-14,Atlanta,-8.163039270337656,-1.2318255357740309,-14.484911582941628,98.61938057706244,0.0,-8.163039270337656,2,50,0.02
2020-02-15,Atlanta,-10.322183133619216,-3.595783916137197,-14.76011495709714,80.1282106179565,0.0,-10.322183133619216,2,34,0.02
2020-02-16,Atlanta,-7.9701136623615945,-4.499038287338019,-14.417266538288377,95.89356376024953,0.0,-7.9701136623615945,2,33,0.02
2020-02-17,Atlanta,-6.038312980677515,-1.539426226467671,-7.404674780224482,86.39780296788214,2.6746704322297257,-6.0383129806775155,2,45,0.02
2020-02-18,Atlanta,-6.271189307416622,-0.05957962443830889,-10.623250157755947,86.03737775288621,0.0,-6.271189307416622,2,48,0.02
2020-02-19,Atlanta,-2.114374988403976,3.4227479343261478,-10.089383885599606,94.56750400163978,0.0,-2.114374988403976,2,52,0.02
2020-02-20,Atlanta,-3.047804571291997,4.586759443635325,-12.394350190657638,43.72744671952981,0.0,-3.047804571291996,2,52,0.02
